pattern,pattern_dir,sector,count,wins,avg_ret,win_rate,combination,description,market
Morning Star,bullish,Consumer Discretionary,1,1,0.11954261954261959,1.0,A+B+C,形態+指標+成交量,S&P 500
Evening Star,bearish,Financials,1,1,-0.062102444998370934,1.0,A+B+C,形態+指標+成交量,S&P 500
Evening Star,bearish,Consumer Discretionary,3,3,-0.041964423215226,1.0,A+B+C,形態+指標+成交量,S&P 500
Evening Star,bearish,Consumer Staples,1,1,-0.038804071246819415,1.0,A,形態 alone,HSI
Evening Star,bearish,Real Estate,1,1,-0.04315068493150678,1.0,A,形態 alone,HSI
Bullish Engulfing,bullish,Consumer Staples,1,1,0.022193432762084596,1.0,A+B+C,形態+指標+成交量,S&P 500
Bullish Engulfing,bullish,Communication Services,3,3,0.08252495018250987,1.0,A+B+C,形態+指標+成交量,S&P 500
Morning Star,bullish,Real Estate,3,3,0.08512518744884413,1.0,A+D,形態+Sector,HSI
Morning Star,bullish,Financials,1,1,0.0900473933649289,1.0,A,形態 alone,HSI
Morning Star,bullish,Health Care,1,1,0.07389937106918235,1.0,A,形態 alone,HSI
Morning Star,bullish,Real Estate,3,3,0.08512518744884413,1.0,A,形態 alone,HSI
Bear Flag,bearish,Information Technology,2,2,-0.07751433170568242,1.0,A+C,形態+成交量,HSI
Bearish Engulfing,bearish,Consumer Staples,1,1,-0.02106173108079497,1.0,A+C,形態+成交量,HSI
Bull Flag,bullish,Consumer Staples,2,2,0.09423300501056829,1.0,A+C,形態+成交量,HSI
Morning Star,bullish,Energy,1,1,0.036077299535700845,1.0,A+B,形態+指標,S&P 500
Hammer,bullish,Consumer Discretionary,2,2,0.08912324234904882,1.0,A+C,形態+成交量,HSI
Hammer,bullish,Health Care,1,1,0.0254668930390493,1.0,A+C,形態+成交量,HSI
Morning Star,bullish,Real Estate,1,1,0.15955056179775287,1.0,A+C,形態+成交量,HSI
Hammer,bullish,Health Care,1,1,0.0254668930390493,1.0,A+B+C,形態+指標+成交量,HSI
Bullish Engulfing,bullish,Real Estate,1,1,0.041953232462173404,1.0,A+B+C,形態+指標+成交量,HSI
Bullish Engulfing,bullish,Financials,1,1,0.10406504065040645,1.0,A+B,形態+指標,HSI
Bull Flag,bullish,Health Care,1,1,0.05222734254992317,1.0,A+B+C,形態+指標+成交量,HSI
Bull Flag,bullish,Consumer Staples,1,1,0.0574012356249916,1.0,A+B+C,形態+指標+成交量,HSI
Morning Star,bullish,Information Technology,5,5,0.08407163508991877,1.0,A+C,形態+成交量,S&P 500
Bear Flag,bearish,Information Technology,1,1,-0.06582411795681939,1.0,A+B+C,形態+指標+成交量,HSI
Evening Star,bearish,Consumer Discretionary,5,5,-0.03708900361601387,1.0,A+C,形態+成交量,S&P 500
Evening Star,bearish,Energy,1,1,-0.10120621686631781,1.0,A+C,形態+成交量,S&P 500
Morning Star,bullish,Real Estate,1,1,0.053391053391053406,1.0,A+B,形態+指標,HSI
Morning Star,bullish,Health Care,1,1,0.07389937106918235,1.0,A+B,形態+指標,HSI
Evening Star,bearish,Energy,1,1,-0.10120621686631781,1.0,A+B+C,形態+指標+成交量,S&P 500
Evening Star,bearish,Real Estate,1,1,-0.04315068493150678,1.0,A+D,形態+Sector,HSI
Hammer,bullish,Energy,2,2,0.09914841200912064,1.0,A+C,形態+成交量,S&P 500
Morning Star,bullish,Energy,1,1,0.036077299535700845,1.0,A+B+D,形態+指標+Sector,S&P 500
Evening Star,bearish,Energy,1,1,-0.10120621686631781,1.0,A+B+C+D,完整全因子,S&P 500
Morning Star,bullish,Information Technology,5,5,0.08407163508991877,1.0,A+C+D,形態+成交量+Sector,S&P 500
Bullish Engulfing,bullish,Real Estate,1,1,0.041953232462173404,1.0,A+B+C+D,完整全因子,HSI
Hammer,bullish,Energy,2,2,0.09914841200912064,1.0,A+C+D,形態+成交量+Sector,S&P 500
Evening Star,bearish,Energy,1,1,-0.10120621686631781,1.0,A+C+D,形態+成交量+Sector,S&P 500
Morning Star,bullish,Real Estate,1,1,0.15955056179775287,1.0,A+C+D,形態+成交量+Sector,HSI
Morning Star,bullish,Real Estate,1,1,0.053391053391053406,1.0,A+B+D,形態+指標+Sector,HSI
Bullish Engulfing,bullish,Consumer Staples,5,4,0.03498128547922589,0.8,A+C,形態+成交量,S&P 500
Bearish Engulfing,bearish,Consumer Staples,4,3,-0.03414983390037817,0.75,A+B+C,形態+指標+成交量,S&P 500
Bullish Engulfing,bullish,Financials,7,5,0.05007131330199016,0.7142857142857143,A,形態 alone,HSI
Bullish Engulfing,bullish,Real Estate,12,8,0.027262825519432664,0.6666666666666666,A+D,形態+Sector,HSI
Bull Flag,bullish,Consumer Discretionary,3,2,0.09429874077120481,0.6666666666666666,A+B+C,形態+指標+成交量,HSI
Hammer,bullish,Health Care,3,2,0.03509417857272152,0.6666666666666666,A+B,形態+指標,HSI
Hammer,bullish,Real Estate,3,2,0.031460462438121166,0.6666666666666666,A+C,形態+成交量,S&P 500
Morning Star,bullish,Consumer Discretionary,3,2,0.05031610774528216,0.6666666666666666,A+C,形態+成交量,S&P 500
Bullish Engulfing,bullish,Real Estate,12,8,0.027262825519432664,0.6666666666666666,A,形態 alone,HSI
Morning Star,bullish,Consumer Discretionary,11,7,0.02793158017004619,0.6363636363636364,A+B,形態+指標,S&P 500
Bullish Engulfing,bullish,Information Technology,11,7,0.02278422238047375,0.6363636363636364,A,形態 alone,HSI
Bullish Engulfing,bullish,Consumer Staples,27,17,0.029704654627240104,0.6296296296296297,A+B,形態+指標,S&P 500
Bullish Engulfing,bullish,Consumer Discretionary,7,4,0.05350974566425752,0.5714285714285714,A+B,形態+指標,HSI
Hammer,bullish,Energy,7,4,-0.0005842468071040823,0.5714285714285714,A+B,形態+指標,S&P 500
Hammer,bullish,Energy,7,4,-0.0005842468071040823,0.5714285714285714,A+B+D,形態+指標+Sector,S&P 500
Bull Flag,bullish,Energy,43,24,0.022756999511740646,0.5581395348837209,A+C+D,形態+成交量+Sector,S&P 500
Bull Flag,bullish,Energy,43,24,0.022756999511740646,0.5581395348837209,A+C,形態+成交量,S&P 500
Bull Flag,bullish,Energy,23,12,0.02357325472620031,0.5217391304347826,A+B+C,形態+指標+成交量,S&P 500
Bull Flag,bullish,Energy,23,12,0.02357325472620031,0.5217391304347826,A+B+C+D,完整全因子,S&P 500
Bull Flag,bullish,Real Estate,2,1,0.026725249308004413,0.5,A+B+C+D,完整全因子,HSI
Bear Flag,bearish,Consumer Staples,20,10,-0.01403453500954907,0.5,A+B,形態+指標,HSI
Hammer,bullish,Financials,2,1,0.03701662731588267,0.5,A+B,形態+指標,HSI
Hammer,bullish,Utilities,6,3,0.028941118291953328,0.5,A+B,形態+指標,S&P 500
Bullish Engulfing,bullish,Real Estate,4,2,-0.007565658953700085,0.5,A+B+D,形態+指標+Sector,HSI
Bullish Engulfing,bullish,Utilities,2,1,-0.013133351051094573,0.5,A+C,形態+成交量,S&P 500
Bullish Engulfing,bullish,Energy,4,2,0.028682750207584255,0.5,A+C,形態+成交量,S&P 500
Hammer,bullish,Real Estate,4,2,0.01606590503014023,0.5,A+B+D,形態+指標+Sector,HSI
Morning Star,bullish,Utilities,2,1,-0.0010618382252778544,0.5,A+C,形態+成交量,S&P 500
Bearish Engulfing,bearish,Consumer Staples,16,8,-0.017204103239881977,0.5,A+C,形態+成交量,S&P 500
Bull Flag,bullish,Real Estate,2,1,0.026725249308004413,0.5,A+B+C,形態+指標+成交量,HSI
Bull Flag,bullish,Information Technology,12,6,0.04518713727686896,0.5,A+B,形態+指標,HSI
Bullish Engulfing,bullish,Real Estate,4,2,-0.007565658953700085,0.5,A+B,形態+指標,HSI
Bearish Engulfing,bearish,Consumer Discretionary,10,5,-0.03044437097272743,0.5,A+B,形態+指標,HSI
Bearish Engulfing,bearish,Consumer Staples,2,1,-0.0022373523692117286,0.5,A+B,形態+指標,HSI
Bull Flag,bullish,Real Estate,4,2,0.03543632652898808,0.5,A+C,形態+成交量,HSI
Morning Star,bullish,Health Care,4,2,-0.03508346627140113,0.5,A+C,形態+成交量,S&P 500
Bearish Engulfing,bearish,Health Care,4,2,0.04451707912652871,0.5,A+B,形態+指標,HSI
Bullish Engulfing,bullish,Real Estate,2,1,0.0014084650839881856,0.5,A+C,形態+成交量,HSI
Hammer,bullish,Utilities,6,3,0.028941118291953328,0.5,A+B+D,形態+指標+Sector,S&P 500
Morning Star,bullish,Materials,4,2,0.023793805203592852,0.5,A+B,形態+指標,S&P 500
Bullish Engulfing,bullish,Utilities,2,1,-0.013133351051094573,0.5,A+C+D,形態+成交量+Sector,S&P 500
Bull Flag,bullish,Real Estate,4,2,0.03543632652898808,0.5,A+C+D,形態+成交量+Sector,HSI
Bullish Engulfing,bullish,Utilities,2,1,-0.013133351051094573,0.5,A+B+C,形態+指標+成交量,S&P 500
Evening Star,bearish,Financials,6,3,-0.03650024959500129,0.5,A+C,形態+成交量,S&P 500
Bullish Engulfing,bullish,Utilities,2,1,-0.013133351051094573,0.5,A+B+C+D,完整全因子,S&P 500
Bullish Engulfing,bullish,Real Estate,2,1,0.0014084650839881856,0.5,A+C+D,形態+成交量+Sector,HSI
Morning Star,bullish,Energy,4,2,0.01718442472349053,0.5,A+D,形態+Sector,S&P 500
Bear Flag,bearish,Health Care,2,1,0.016300512729954916,0.5,A+C,形態+成交量,HSI
Evening Star,bearish,Health Care,2,1,-0.005444896066081322,0.5,A+B+C,形態+指標+成交量,S&P 500
Morning Star,bullish,Energy,4,2,0.01718442472349053,0.5,A,形態 alone,S&P 500
Hammer,bullish,Financials,2,1,0.03741471882172244,0.5,A+B+C,形態+指標+成交量,S&P 500
Morning Star,bullish,Utilities,2,1,-0.0010618382252778544,0.5,A+C+D,形態+成交量+Sector,S&P 500
Hammer,bullish,Health Care,8,4,0.010809373730720006,0.5,A+B+C,形態+指標+成交量,S&P 500
Bull Flag,bullish,Consumer Discretionary,8,4,0.03867675338824615,0.5,A+C,形態+成交量,HSI
Bull Flag,bullish,Financials,2,1,0.029374977917535256,0.5,A+C,形態+成交量,HSI
Hammer,bullish,Real Estate,4,2,0.01606590503014023,0.5,A+B,形態+指標,HSI
Bullish Engulfing,bullish,Energy,4,2,0.028682750207584255,0.5,A+C+D,形態+成交量+Sector,S&P 500
Bull Flag,bullish,Real Estate,35,17,0.018251286612183566,0.4857142857142857,A+B,形態+指標,HSI
Bull Flag,bullish,Real Estate,35,17,0.018251286612183566,0.4857142857142857,A+B+D,形態+指標+Sector,HSI
Bullish Engulfing,bullish,Energy,50,24,0.011417021031103014,0.48,A,形態 alone,S&P 500
Bullish Engulfing,bullish,Energy,50,24,0.011417021031103014,0.48,A+D,形態+Sector,S&P 500
Bear Flag,bearish,Consumer Staples,84,40,-0.011448982689327189,0.47619047619047616,A,形態 alone,HSI
Bear Flag,bearish,Communication Services,68,32,-0.009095314685447857,0.47058823529411764,A+C,形態+成交量,S&P 500
Hammer,bullish,Industrials,17,8,-0.021539937017376724,0.47058823529411764,A+C,形態+成交量,S&P 500
Evening Star,bearish,Materials,17,8,-0.006761335662333819,0.47058823529411764,A,形態 alone,S&P 500
Hammer,bullish,Health Care,15,7,0.013983680230792392,0.4666666666666667,A+C,形態+成交量,S&P 500
Bull Flag,bullish,Consumer Staples,44,20,0.01991080049109278,0.45454545454545453,A,形態 alone,HSI
Bear Flag,bearish,Information Technology,73,33,-0.006732329673131279,0.4520547945205479,A+B+C,形態+指標+成交量,S&P 500
Bear Flag,bearish,Information Technology,73,33,-0.006732329673131279,0.4520547945205479,A+B+C+D,完整全因子,S&P 500
Hammer,bullish,Financials,40,18,0.011897859542472753,0.45,A+B,形態+指標,S&P 500
Hammer,bullish,Information Technology,29,13,0.017186035524164953,0.4482758620689655,A+C,形態+成交量,S&P 500
Hammer,bullish,Information Technology,29,13,0.017186035524164953,0.4482758620689655,A+C+D,形態+成交量+Sector,S&P 500
Hammer,bullish,Consumer Discretionary,9,4,0.017596206872546927,0.4444444444444444,A,形態 alone,HSI
Evening Star,bearish,Materials,9,4,-0.009962289611548778,0.4444444444444444,A+B,形態+指標,S&P 500
Bullish Engulfing,bullish,Communication Services,9,4,-0.024639556139146798,0.4444444444444444,A+C,形態+成交量,S&P 500
Hammer,bullish,Energy,32,14,0.009886786244485303,0.4375,A+D,形態+Sector,S&P 500
Bear Flag,bearish,Communication Services,32,14,-0.007238967115108831,0.4375,A+B+C,形態+指標+成交量,S&P 500
Hammer,bullish,Energy,32,14,0.009886786244485303,0.4375,A,形態 alone,S&P 500
Bull Flag,bullish,Health Care,71,31,0.007237294159336143,0.43661971830985913,A+B+C,形態+指標+成交量,S&P 500
Bull Flag,bullish,Energy,1196,519,0.012746113896753895,0.43394648829431437,A,形態 alone,S&P 500
Bull Flag,bullish,Energy,1196,519,0.012746113896753895,0.43394648829431437,A+D,形態+Sector,S&P 500
Bullish Engulfing,bullish,Energy,14,6,0.018998812040261024,0.42857142857142855,A+B,形態+指標,S&P 500
Bullish Engulfing,bullish,Energy,14,6,0.018998812040261024,0.42857142857142855,A+B+D,形態+指標+Sector,S&P 500
Hammer,bullish,Industrials,7,3,-0.012675275072601336,0.42857142857142855,A+B+C,形態+指標+成交量,S&P 500
Bull Flag,bullish,Information Technology,56,24,0.008331038208564484,0.42857142857142855,A,形態 alone,HSI
Bearish Engulfing,bearish,Utilities,12,5,-0.02331925716537558,0.4166666666666667,A+C,形態+成交量,S&P 500
Hammer,bullish,Information Technology,12,5,-0.005370247709800127,0.4166666666666667,A+B+C+D,完整全因子,S&P 500
Bearish Engulfing,bearish,Utilities,12,5,-0.02331925716537558,0.4166666666666667,A+C+D,形態+成交量+Sector,S&P 500
Hammer,bullish,Information Technology,12,5,-0.005370247709800127,0.4166666666666667,A+B+C,形態+指標+成交量,S&P 500
Bull Flag,bullish,Energy,272,113,0.014219660610097567,0.41544117647058826,A+B,形態+指標,S&P 500
Bull Flag,bullish,Energy,272,113,0.014219660610097567,0.41544117647058826,A+B+D,形態+指標+Sector,S&P 500
Bull Flag,bullish,Information Technology,97,40,0.011205033681609692,0.41237113402061853,A+B+C,形態+指標+成交量,S&P 500
Bull Flag,bullish,Information Technology,97,40,0.011205033681609692,0.41237113402061853,A+B+C+D,完整全因子,S&P 500
Bearish Engulfing,bearish,Information Technology,17,7,0.03182340066897943,0.4117647058823529,A+B+C+D,完整全因子,S&P 500
Bearish Engulfing,bearish,Information Technology,17,7,0.03182340066897943,0.4117647058823529,A+B+C,形態+指標+成交量,S&P 500
Bull Flag,bullish,Consumer Staples,39,16,0.007200195678656263,0.41025641025641024,A+B+C,形態+指標+成交量,S&P 500
Morning Star,bullish,Information Technology,49,20,0.010655610200837624,0.40816326530612246,A,形態 alone,S&P 500
Morning Star,bullish,Information Technology,49,20,0.010655610200837624,0.40816326530612246,A+D,形態+Sector,S&P 500
Bull Flag,bullish,Information Technology,203,82,0.008402694413689953,0.4039408866995074,A+C+D,形態+成交量+Sector,S&P 500
Bull Flag,bullish,Information Technology,203,82,0.008402694413689953,0.4039408866995074,A+C,形態+成交量,S&P 500
Bull Flag,bullish,Health Care,166,67,0.0008848689599275403,0.4036144578313253,A+C,形態+成交量,S&P 500
Bear Flag,bearish,Consumer Discretionary,107,43,-0.004725681741659471,0.40186915887850466,A,形態 alone,HSI
Bullish Engulfing,bullish,Information Technology,20,8,0.00958558471390652,0.4,A+B+C,形態+指標+成交量,S&P 500
Morning Star,bullish,Unknown,10,4,-0.014754061193057088,0.4,A+C+D,形態+成交量+Sector,HSI
Bearish Engulfing,bearish,Consumer Discretionary,25,10,-0.0017930509894349706,0.4,A,形態 alone,HSI
Morning Star,bullish,Unknown,10,4,-0.014754061193057088,0.4,A+C,形態+成交量,HSI
Bear Flag,bearish,Consumer Discretionary,30,12,-0.0019330907047970408,0.4,A+B,形態+指標,HSI
Hammer,bullish,Financials,10,4,0.018054058310030978,0.4,A,形態 alone,HSI
Bearish Engulfing,bearish,Utilities,5,2,-0.02955421954134089,0.4,A+B+C,形態+指標+成交量,S&P 500
Bull Flag,bullish,Materials,70,28,0.011657486833550104,0.4,A+C,形態+成交量,S&P 500
Bullish Engulfing,bullish,Information Technology,20,8,0.00958558471390652,0.4,A+B+C+D,完整全因子,S&P 500
Bearish Engulfing,bearish,Utilities,5,2,-0.02955421954134089,0.4,A+B+C+D,完整全因子,S&P 500
Hammer,bullish,Information Technology,410,162,0.006855896643852589,0.3951219512195122,A+D,形態+Sector,S&P 500
Hammer,bullish,Information Technology,410,162,0.006855896643852589,0.3951219512195122,A,形態 alone,S&P 500
Bearish Engulfing,bearish,Health Care,33,13,0.004670050192126599,0.3939393939393939,A+C,形態+成交量,S&P 500
Bull Flag,bullish,Information Technology,1013,399,0.009525481150115115,0.39387956564659427,A+B+D,形態+指標+Sector,S&P 500
Bull Flag,bullish,Information Technology,1013,399,0.009525481150115115,0.39387956564659427,A+B,形態+指標,S&P 500
Bear Flag,bearish,Information Technology,61,24,-0.0029747214619180473,0.39344262295081966,A,形態 alone,HSI
Hammer,bullish,Real Estate,36,14,0.013819164626061491,0.3888888888888889,A,形態 alone,S&P 500
Bull Flag,bullish,Financials,90,35,0.010601041322595137,0.3888888888888889,A+B+C,形態+指標+成交量,S&P 500
Bearish Engulfing,bearish,Information Technology,13,5,0.009254143319353422,0.38461538461538464,A,形態 alone,HSI
Bull Flag,bullish,Real Estate,112,43,0.012922426745550218,0.38392857142857145,A,形態 alone,HSI
Bull Flag,bullish,Real Estate,112,43,0.012922426745550218,0.38392857142857145,A+D,形態+Sector,HSI
Bear Flag,bearish,Information Technology,185,71,0.008126401097906787,0.3837837837837838,A+C+D,形態+成交量+Sector,S&P 500
Bear Flag,bearish,Information Technology,185,71,0.008126401097906787,0.3837837837837838,A+C,形態+成交量,S&P 500
Bull Flag,bullish,Consumer Discretionary,136,52,0.0068483459382156,0.38235294117647056,A+C,形態+成交量,S&P 500
Morning Star,bullish,Consumer Discretionary,42,16,0.005404659554090756,0.38095238095238093,A,形態 alone,S&P 500
Bull Flag,bullish,Financials,100,38,0.005025078316620229,0.38,A,形態 alone,HSI
Bull Flag,bullish,Financials,187,71,0.009538245877670895,0.37967914438502676,A+C,形態+成交量,S&P 500
Bearish Engulfing,bearish,Financials,37,14,-0.014975821047940239,0.3783783783783784,A+C,形態+成交量,S&P 500
Bullish Engulfing,bullish,Communication Services,53,20,0.008055944341676483,0.37735849056603776,A+B,形態+指標,S&P 500
Bull Flag,bullish,Consumer Discretionary,61,23,0.00507993866470135,0.3770491803278688,A+B+C,形態+指標+成交量,S&P 500
Hammer,bullish,Consumer Discretionary,8,3,0.014231277112215421,0.375,A+C,形態+成交量,S&P 500
Bear Flag,bearish,Consumer Discretionary,8,3,-0.013286380834160496,0.375,A+C,形態+成交量,HSI
Bullish Engulfing,bullish,Consumer Staples,107,40,0.009538882716071659,0.37383177570093457,A,形態 alone,S&P 500
Bearish Engulfing,bearish,Unknown,174,65,-0.003276184540270815,0.3735632183908046,A+B+D,形態+指標+Sector,HSI
Bearish Engulfing,bearish,Unknown,174,65,-0.003276184540270815,0.3735632183908046,A+B,形態+指標,HSI
Bearish Engulfing,bearish,Information Technology,59,22,0.02025382574447875,0.3728813559322034,A+C+D,形態+成交量+Sector,S&P 500
Bearish Engulfing,bearish,Information Technology,59,22,0.02025382574447875,0.3728813559322034,A+C,形態+成交量,S&P 500
Bull Flag,bullish,Information Technology,3967,1472,0.006773320343747323,0.3710612553566927,A+D,形態+Sector,S&P 500
Bull Flag,bullish,Information Technology,3967,1472,0.006773320343747323,0.3710612553566927,A,形態 alone,S&P 500
Evening Star,bearish,Health Care,27,10,-0.0016926552225447575,0.37037037037037035,A+B,形態+指標,S&P 500
Bull Flag,bullish,Financials,27,10,-9.53627935602424e-05,0.37037037037037035,A+B,形態+指標,HSI
Bullish Engulfing,bullish,Information Technology,38,14,0.008816572123198167,0.3684210526315789,A+C,形態+成交量,S&P 500
Bullish Engulfing,bullish,Information Technology,38,14,0.008816572123198167,0.3684210526315789,A+C+D,形態+成交量+Sector,S&P 500
Bearish Engulfing,bearish,Unknown,22,8,-0.01365629476698847,0.36363636363636365,A+B+C+D,完整全因子,HSI
Bearish Engulfing,bearish,Unknown,22,8,-0.01365629476698847,0.36363636363636365,A+B+C,形態+指標+成交量,HSI
Bull Flag,bullish,Consumer Discretionary,138,50,0.008338926437653695,0.36231884057971014,A,形態 alone,HSI
Bull Flag,bullish,Utilities,25,9,0.01067914542758358,0.36,A+B+C,形態+指標+成交量,S&P 500
Bull Flag,bullish,Utilities,25,9,0.01067914542758358,0.36,A+B+C+D,完整全因子,S&P 500
Bearish Engulfing,bearish,Financials,14,5,-0.002174820652434616,0.35714285714285715,A,形態 alone,HSI
Bear Flag,bearish,Materials,31,11,0.011909543047560301,0.3548387096774194,A+B+C,形態+指標+成交量,S&P 500
Bullish Engulfing,bullish,Information Technology,638,226,0.006097551369254274,0.3542319749216301,A,形態 alone,S&P 500
Bullish Engulfing,bullish,Information Technology,638,226,0.006097551369254274,0.3542319749216301,A+D,形態+Sector,S&P 500
Bearish Engulfing,bearish,Health Care,17,6,0.027422042663195395,0.35294117647058826,A,形態 alone,HSI
Bear Flag,bearish,Utilities,37,13,-0.0065283977412572865,0.35135135135135137,A+B+C,形態+指標+成交量,S&P 500
Bear Flag,bearish,Utilities,37,13,-0.0065283977412572865,0.35135135135135137,A+B+C+D,完整全因子,S&P 500
Bear Flag,bearish,Health Care,168,59,-0.008761609684556085,0.35119047619047616,A+C,形態+成交量,S&P 500
Bull Flag,bullish,Materials,368,129,0.0024197564465970986,0.35054347826086957,A+B,形態+指標,S&P 500
Bull Flag,bullish,Utilities,83,29,0.005842932402657039,0.3493975903614458,A+C,形態+成交量,S&P 500
Bull Flag,bullish,Utilities,83,29,0.005842932402657039,0.3493975903614458,A+C+D,形態+成交量+Sector,S&P 500
Bull Flag,bullish,Health Care,75,26,0.0030569389492860048,0.3466666666666667,A,形態 alone,HSI
Hammer,bullish,Financials,133,46,0.0020318142266897983,0.3458646616541353,A,形態 alone,S&P 500
Hammer,bullish,Health Care,58,20,0.00616071549711648,0.3448275862068966,A+B,形態+指標,S&P 500
Bull Flag,bullish,Consumer Staples,96,33,0.006592681602895772,0.34375,A+C,形態+成交量,S&P 500
Bullish Engulfing,bullish,Utilities,76,26,-0.00020615542027402938,0.34210526315789475,A+D,形態+Sector,S&P 500
Bullish Engulfing,bullish,Unknown,38,13,0.0044141139957983595,0.34210526315789475,A+C,形態+成交量,HSI
Bullish Engulfing,bullish,Utilities,76,26,-0.00020615542027402938,0.34210526315789475,A,形態 alone,S&P 500
Bullish Engulfing,bullish,Unknown,38,13,0.0044141139957983595,0.34210526315789475,A+C+D,形態+成交量+Sector,HSI
Bull Flag,bullish,Industrials,211,72,0.0065134612232633565,0.3412322274881517,A+C,形態+成交量,S&P 500
Bullish Engulfing,bullish,Materials,88,30,0.011889531235654784,0.3409090909090909,A,形態 alone,S&P 500
Bullish Engulfing,bullish,Real Estate,68,23,0.004837697801621528,0.3382352941176471,A,形態 alone,S&P 500
Hammer,bullish,Communication Services,3,1,-0.01624537352029005,0.3333333333333333,A+B+C,形態+指標+成交量,S&P 500
Evening Star,bearish,Unknown,6,2,0.005912778854805965,0.3333333333333333,A+C+D,形態+成交量+Sector,HSI
Bear Flag,bearish,Consumer Staples,6,2,-0.02065774890776408,0.3333333333333333,A+C,形態+成交量,HSI
Morning Star,bullish,Utilities,6,2,-0.018554486281311764,0.3333333333333333,A+D,形態+Sector,S&P 500
Bearish Engulfing,bearish,Energy,3,1,-0.025952427775283365,0.3333333333333333,A+B+C,形態+指標+成交量,S&P 500
Bearish Engulfing,bearish,Energy,3,1,-0.025952427775283365,0.3333333333333333,A+B+C+D,完整全因子,S&P 500
Morning Star,bullish,Health Care,3,1,-0.06318288972482805,0.3333333333333333,A+B+C,形態+指標+成交量,S&P 500
Bullish Engulfing,bullish,Consumer Discretionary,15,5,0.0010380440347559769,0.3333333333333333,A,形態 alone,HSI
Hammer,bullish,Real Estate,9,3,0.025242970133204697,0.3333333333333333,A+D,形態+Sector,HSI
Hammer,bullish,Unknown,6,2,-0.005705547056953476,0.3333333333333333,A+B+C+D,完整全因子,HSI
Evening Star,bearish,Energy,6,2,0.008883751482747606,0.3333333333333333,A+B+D,形態+指標+Sector,S&P 500
Bullish Engulfing,bullish,Utilities,12,4,-0.009690680957414897,0.3333333333333333,A+B+D,形態+指標+Sector,S&P 500
Bearish Engulfing,bearish,Unknown,39,13,-0.005892502350939577,0.3333333333333333,A+C+D,形態+成交量+Sector,HSI
Bear Flag,bearish,Real Estate,42,14,-0.008109385837900149,0.3333333333333333,A+B+D,形態+指標+Sector,HSI
Morning Star,bullish,Energy,3,1,0.010886799786087092,0.3333333333333333,A+C+D,形態+成交量+Sector,S&P 500
Evening Star,bearish,Industrials,3,1,0.006803785316563592,0.3333333333333333,A+B+C,形態+指標+成交量,S&P 500
Bull Flag,bullish,Materials,24,8,-0.0008196521617096974,0.3333333333333333,A+B+C,形態+指標+成交量,S&P 500
Hammer,bullish,Unknown,21,7,0.0008204752089280778,0.3333333333333333,A+C+D,形態+成交量+Sector,HSI
Hammer,bullish,Real Estate,9,3,0.025242970133204697,0.3333333333333333,A,形態 alone,HSI
Hammer,bullish,Information Technology,9,3,0.009960131188777517,0.3333333333333333,A,形態 alone,HSI
Hammer,bullish,Financials,3,1,0.011324458429428558,0.3333333333333333,A+C,形態+成交量,S&P 500
Evening Star,bearish,Consumer Discretionary,24,8,0.0017852515398865197,0.3333333333333333,A+B,形態+指標,S&P 500
Evening Star,bearish,Unknown,6,2,0.005912778854805965,0.3333333333333333,A+C,形態+成交量,HSI
Bearish Engulfing,bearish,Industrials,69,23,0.012876056500827118,0.3333333333333333,A+C,形態+成交量,S&P 500
Hammer,bullish,Unknown,21,7,0.0008204752089280778,0.3333333333333333,A+C,形態+成交量,HSI
Hammer,bullish,Unknown,6,2,-0.005705547056953476,0.3333333333333333,A+B+C,形態+指標+成交量,HSI
Morning Star,bullish,Energy,3,1,0.010886799786087092,0.3333333333333333,A+C,形態+成交量,S&P 500
Bear Flag,bearish,Consumer Staples,3,1,-0.009342312008978669,0.3333333333333333,A+B+C,形態+指標+成交量,HSI
Bullish Engulfing,bullish,Real Estate,15,5,0.006048247631208509,0.3333333333333333,A+B,形態+指標,S&P 500
Evening Star,bearish,Industrials,27,9,-0.00399421864869892,0.3333333333333333,A+B,形態+指標,S&P 500
Bull Flag,bullish,Health Care,3,1,0.025374713320383973,0.3333333333333333,A+C,形態+成交量,HSI
Morning Star,bullish,Utilities,6,2,-0.018554486281311764,0.3333333333333333,A,形態 alone,S&P 500
Bear Flag,bearish,Real Estate,42,14,-0.008109385837900149,0.3333333333333333,A+B,形態+指標,HSI
Evening Star,bearish,Industrials,6,2,0.00348286289989456,0.3333333333333333,A+C,形態+成交量,S&P 500
Bearish Engulfing,bearish,Unknown,39,13,-0.005892502350939577,0.3333333333333333,A+C,形態+成交量,HSI
Morning Star,bullish,Health Care,39,13,-0.006179078954795387,0.3333333333333333,A,形態 alone,S&P 500
Evening Star,bearish,Energy,6,2,0.008883751482747606,0.3333333333333333,A+B,形態+指標,S&P 500
Bullish Engulfing,bullish,Utilities,12,4,-0.009690680957414897,0.3333333333333333,A+B,形態+指標,S&P 500
Bear Flag,bearish,Consumer Discretionary,3,1,-0.012443539487375935,0.3333333333333333,A+B+C,形態+指標+成交量,HSI
